,index,class_id,class_label,class_serialization,id,label,serialization,actual,predicted,rationale
0,137,http://caligraph.org/ontology/State_leader_in_2014,State leader in 2014,"""http://caligraph.org/ontology/State_leader_in_2014""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://www.w3.org/2002/07/owl#Class""
""http://caligraph.org/ontology/State_leader_in_2014""	""http://www.w3.org/2000/01/rdf-schema#label""	""State leader in 2014""
""http://caligraph.org/ontology/State_leader_in_2014""	""http://www.w3.org/2000/01/rdf-schema#subClassOf""	""http://caligraph.org/ontology/State_leader""
""http://caligraph.org/ontology/State_leader_in_2014""	""http://www.w3.org/ns/prov#wasDerivedFrom""	""http://en.wikipedia.org/wiki/List_of_state_leaders_in_2014""
""http://caligraph.org/resource/%CA%BBAkilisi_P%C5%8Dhiva""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Armando_Guebuza""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Barry_Haase""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Hovik_Abrahamyan""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Michael_Dunkley""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Milo%C5%A1_Zeman""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Nicos_Anastasiades""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Omar_al-Hassi""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Tsakhiagiin_Elbegdorj""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Adam_Wood""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Beji_Caid_Essebsi""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Harold_Martin_(New_Caledonian_politician)""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Jorge_Carlos_Fonseca""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
""http://caligraph.org/resource/Joyce_Banda""	""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""	""http://caligraph.org/ontology/State_leader_in_2014""
